word,korean_meaning,selected_pos,selected_meaning,english_definition,example_sentence,example_translation,topic_group,assigned_topic,skipped_topics,skip_reason,image_prompt,video_prompt,safety_replaced,quality_status,generation_status,retry_count,failure_reason,manual_review
sentence,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The sentence is important.,sentence(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The sentence is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The sentence is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
just,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The just is important.,just(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The just is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The just is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
moral,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The moral is important.,moral(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The moral is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The moral is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
peer,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The peer is important.,peer(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The peer is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The peer is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
achieve,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The achieve is important.,achieve(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The achieve is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The achieve is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
path,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The path is important.,path(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The path is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The path is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
necessary,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The necessary is important.,necessary(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The necessary is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The necessary is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
selfish,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The selfish is important.,selfish(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The selfish is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The selfish is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
penalty,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The penalty is important.,penalty(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The penalty is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The penalty is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
adopt,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The adopt is important.,adopt(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The adopt is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The adopt is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
adapt,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The adapt is important.,adapt(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The adapt is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The adapt is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
pause,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The pause is important.,pause(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The pause is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The pause is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
incentive,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The incentive is important.,incentive(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The incentive is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The incentive is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
sacrifice,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The sacrifice is important.,sacrifice(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The sacrifice is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The sacrifice is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
generous,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The generous is important.,generous(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The generous is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The generous is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
appropriate,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The appropriate is important.,appropriate(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The appropriate is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The appropriate is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
chase,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The chase is important.,chase(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The chase is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The chase is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
deserve,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The deserve is important.,deserve(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The deserve is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The deserve is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
pretend,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The pretend is important.,pretend(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The pretend is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The pretend is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
neglect,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The neglect is important.,neglect(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The neglect is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The neglect is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
lie,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The lie is important.,lie(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The lie is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The lie is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
devote,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The devote is important.,devote(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The devote is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The devote is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
admit,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The admit is important.,admit(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The admit is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The admit is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
gender,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The gender is important.,gender(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The gender is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The gender is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
permit,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The permit is important.,permit(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The permit is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The permit is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
spouse,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The spouse is important.,spouse(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The spouse is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The spouse is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
ultimate,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The ultimate is important.,ultimate(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The ultimate is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The ultimate is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
cheat,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The cheat is important.,cheat(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The cheat is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The cheat is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
extraordinary,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The extraordinary is important.,extraordinary(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The extraordinary is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The extraordinary is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
ethnic,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The ethnic is important.,ethnic(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The ethnic is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The ethnic is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
ethical,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The ethical is important.,ethical(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The ethical is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The ethical is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
fundamental,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The fundamental is important.,fundamental(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The fundamental is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The fundamental is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
modify,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The modify is important.,modify(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The modify is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The modify is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
instinct,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The instinct is important.,instinct(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The instinct is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The instinct is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
volunteer,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The volunteer is important.,volunteer(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The volunteer is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The volunteer is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
conscious,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The conscious is important.,conscious(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The conscious is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The conscious is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
tempt,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The tempt is important.,tempt(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The tempt is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The tempt is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
humble,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The humble is important.,humble(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The humble is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The humble is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
ashamed,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The ashamed is important.,ashamed(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The ashamed is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The ashamed is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
prejudice,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The prejudice is important.,prejudice(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The prejudice is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The prejudice is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
order,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The order is important.,order(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The order is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The order is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
welfare,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The welfare is important.,welfare(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The welfare is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The welfare is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
victim,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The victim is important.,victim(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The victim is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The victim is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
population,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The population is important.,population(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The population is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The population is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
neighbor,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The neighbor is important.,neighbor(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The neighbor is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The neighbor is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
ignore,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The ignore is important.,ignore(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The ignore is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The ignore is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
donate,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The donate is important.,donate(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The donate is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The donate is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
serious,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The serious is important.,serious(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The serious is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The serious is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
fund,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The fund is important.,fund(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The fund is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The fund is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
personal,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The personal is important.,personal(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The personal is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The personal is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
personnel,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The personnel is important.,personnel(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The personnel is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The personnel is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
half,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The half is important.,half(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The half is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The half is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
concern,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The concern is important.,concern(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The concern is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The concern is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
rescue,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The rescue is important.,rescue(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The rescue is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The rescue is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
critic,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The critic is important.,critic(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The critic is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The critic is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
charity,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The charity is important.,charity(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The charity is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The charity is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
rage,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The rage is important.,rage(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The rage is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The rage is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
afford,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The afford is important.,afford(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The afford is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The afford is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
unite,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The unite is important.,unite(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The unite is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The unite is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
orphan,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The orphan is important.,orphan(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The orphan is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The orphan is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
bear,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The bear is important.,bear(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The bear is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The bear is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
abandon,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The abandon is important.,abandon(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The abandon is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The abandon is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
crash,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The crash is important.,crash(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The crash is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The crash is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
promote,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The promote is important.,promote(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The promote is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The promote is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
decade,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The decade is important.,decade(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The decade is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The decade is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
establish,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The establish is important.,establish(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The establish is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The establish is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
burden,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The burden is important.,burden(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The burden is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The burden is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
assist,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The assist is important.,assist(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The assist is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The assist is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
resolve,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The resolve is important.,resolve(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The resolve is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The resolve is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
detect,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The detect is important.,detect(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The detect is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The detect is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
